TPAR				
20100819.190000	  0.324 	6.900 	180.0 	30.0 
20100819.191500	  0.281 	8.500 	180.0 	30.0 
20100819.193000	  0.368 	5.917 	180.0 	30.0 
20100819.194500	  0.340 	6.900 	180.0 	30.0 
20100819.200000	  0.291 	7.250 	180.0 	30.0 
20100819.201500	  0.356 	6.700 	180.0 	30.0 
20100819.203000	  0.306 	8.100 	180.0 	30.0 
20100819.204500	  0.351 	8.600 	180.0 	30.0 
20100819.210000	  0.298 	6.667 	180.0 	30.0 
20100819.211500	  0.375 	5.800 	180.0 	30.0 
20100819.213000	  0.316 	6.800 	180.0 	30.0 
20100819.214500	  0.279 	8.100 	180.0 	30.0 
20100819.220000	  0.257 	7.083 	180.0 	30.0 
20100819.221500	  0.403 	8.375 	180.0 	30.0 
20100819.223000	  0.374 	7.300 	180.0 	30.0 
20100819.224500	  0.358 	6.417 	180.0 	30.0 
20100819.230000	  0.391 	6.417 	180.0 	30.0 
20100819.231500	  0.278 	6.400 	180.0 	30.0 
20100819.233000	  0.362 	6.583 	180.0 	30.0 
20100819.234500	  0.430 	7.400 	180.0 	30.0 
20100820.000000	  0.319 	6.250 	180.0 	30.0 
20100820.001500	  0.398 	6.500 	180.0 	30.0 
20100820.003000	  0.311 	6.083 	180.0 	30.0 
20100820.004500	  0.461 	7.800 	180.0 	30.0 
20100820.010000	  0.409 	7.500 	180.0 	30.0 
20100820.011500	  0.388 	6.875 	180.0 	30.0 
20100820.013000	  0.365 	8.100 	180.0 	30.0 
20100820.014500	  0.361 	7.400 	180.0 	30.0 
20100820.020000	  0.402 	7.400 	180.0 	30.0 
20100820.021500	  0.371 	6.400 	180.0 	30.0 
20100820.023000	  0.333 	6.900 	180.0 	30.0 
20100820.024500	  0.409 	6.900 	180.0 	30.0 
20100820.030000	  0.391 	9.100 	180.0 	30.0 
20100820.031500	  0.388 	7.000 	180.0 	30.0 
20100820.033000	  0.459 	6.600 	180.0 	30.0 
20100820.034500	  0.416 	6.500 	180.0 	30.0 
20100820.040000	  0.486 	7.600 	180.0 	30.0 
20100820.041500	  0.390 	6.167 	180.0 	30.0 
20100820.043000	  0.347 	6.500 	180.0 	30.0 
20100820.044500	  0.350 	5.833 	180.0 	30.0 
20100820.050000	  0.496 	6.700 	180.0 	30.0 
20100820.051500	  0.329 	6.200 	180.0 	30.0 
20100820.053000	  0.427 	7.000 	180.0 	30.0 
20100820.054500	  0.394 	5.333 	180.0 	30.0 
20100820.060000	  0.393 	6.100 	180.0 	30.0 
20100820.061500	  0.539 	7.750 	180.0 	30.0 
20100820.063000	  0.366 	7.600 	180.0 	30.0 
20100820.064500	  0.392 	7.000 	180.0 	30.0 
20100820.070000	  0.416 	10.250 	180.0 	30.0 
20100820.071500	  0.435 	7.600 	180.0 	30.0 
20100820.073000	  0.312 	7.600 	180.0 	30.0 
20100820.074500	  0.407 	7.875 	180.0 	30.0 
20100820.080000	  0.290 	5.700 	180.0 	30.0 
20100820.081500	  0.402 	8.200 	180.0 	30.0 
20100820.083000	  0.416 	6.200 	180.0 	30.0 
20100820.084500	  0.415 	7.800 	180.0 	30.0 
20100820.090000	  0.500 	6.900 	180.0 	30.0 
20100820.091500	  0.337 	6.917 	180.0 	30.0 
20100820.093000	  0.443 	8.125 	180.0 	30.0 
20100820.094500	  0.428 	6.900 	180.0 	30.0 
20100820.100000	  0.496 	8.100 	180.0 	30.0 
20100820.101500	  0.571 	9.250 	180.0 	30.0 
20100820.103000	  0.564 	6.625 	180.0 	30.0 
20100820.104500	  0.464 	6.800 	180.0 	30.0 
20100820.110000	  0.660 	7.625 	180.0 	30.0 
20100820.111500	  0.460 	7.400 	180.0 	30.0 
20100820.113000	  0.439 	9.250 	180.0 	30.0 
20100820.114500	  0.439 	7.600 	180.0 	30.0 
20100820.120000	  0.461 	7.700 	180.0 	30.0 
20100820.121500	  0.473 	7.300 	180.0 	30.0 
20100820.123000	  0.583 	7.600 	180.0 	30.0 
20100820.124500	  0.644 	7.400 	180.0 	30.0 
20100820.130000	  0.420 	6.700 	180.0 	30.0 
20100820.131500	  0.566 	7.375 	180.0 	30.0 
20100820.133000	  0.621 	7.100 	180.0 	30.0 
20100820.134500	  0.481 	7.600 	180.0 	30.0 
20100820.140000	  0.564 	7.375 	180.0 	30.0 
20100820.141500	  0.702 	6.800 	180.0 	30.0 
20100820.143000	  0.401 	6.300 	180.0 	30.0 
20100820.144500	  0.419 	7.600 	180.0 	30.0 
20100820.150000	  0.498 	8.000 	180.0 	30.0 
20100820.151500	  0.444 	6.600 	180.0 	30.0 
20100820.153000	  0.502 	7.000 	180.0 	30.0 
20100820.154500	  0.528 	7.300 	180.0 	30.0 
20100820.160000	  0.464 	7.300 	180.0 	30.0 
20100820.161500	  0.615 	6.800 	180.0 	30.0 
20100820.163000	  0.466 	7.500 	180.0 	30.0 
20100820.164500	  0.462 	7.600 	180.0 	30.0 
20100820.170000	  0.597 	7.200 	180.0 	30.0 
20100820.171500	  0.552 	7.300 	180.0 	30.0 
20100820.173000	  0.556 	8.100 	180.0 	30.0 
20100820.174500	  0.752 	7.300 	180.0 	30.0 
20100820.180000	  0.454 	7.200 	180.0 	30.0 
20100820.181500	  0.432 	6.800 	180.0 	30.0 
20100820.183000	  0.563 	7.100 	180.0 	30.0 
20100820.184500	  0.401 	7.000 	180.0 	30.0 
20100820.190000	  0.419 	7.700 	180.0 	30.0 
20100820.191500	  0.563 	7.600 	180.0 	30.0 
20100820.193000	  0.679 	7.625 	180.0 	30.0 
20100820.194500	  0.574 	7.625 	180.0 	30.0 
20100820.200000	  0.538 	8.125 	180.0 	30.0 
20100820.201500	  0.413 	7.000 	180.0 	30.0 
20100820.203000	  0.588 	7.900 	180.0 	30.0 
20100820.204500	  0.497 	6.900 	180.0 	30.0 
20100820.210000	  0.548 	7.400 	180.0 	30.0 
20100820.211500	  0.385 	6.800 	180.0 	30.0 
20100820.213000	  0.510 	8.000 	180.0 	30.0 
20100820.214500	  0.580 	7.700 	180.0 	30.0 
20100820.220000	  0.576 	6.800 	180.0 	30.0 
20100820.221500	  0.536 	7.500 	180.0 	30.0 
20100820.223000	  0.461 	8.625 	180.0 	30.0 
20100820.224500	  0.466 	6.625 	180.0 	30.0 
20100820.230000	  0.565 	8.250 	180.0 	30.0 
20100820.231500	  0.515 	6.900 	180.0 	30.0 
20100820.233000	  0.414 	8.100 	180.0 	30.0 
20100820.234500	  0.556 	7.750 	180.0 	30.0 
20100821.000000	  0.549 	7.600 	180.0 	30.0 
20100821.001500	  0.365 	5.833 	180.0 	30.0 
20100821.003000	  0.446 	8.125 	180.0 	30.0 
20100821.004500	  0.613 	7.375 	180.0 	30.0 
20100821.010000	  0.524 	7.500 	180.0 	30.0 
20100821.011500	  0.484 	7.300 	180.0 	30.0 
20100821.013000	  0.555 	7.500 	180.0 	30.0 
20100821.014500	  0.454 	7.100 	180.0 	30.0 
20100821.020000	  0.442 	7.200 	180.0 	30.0 
20100821.021500	  0.438 	7.900 	180.0 	30.0 
20100821.023000	  0.548 	8.600 	180.0 	30.0 
20100821.024500	  0.375 	8.500 	180.0 	30.0 
20100821.030000	  0.450 	6.875 	180.0 	30.0 
20100821.031500	  0.391 	6.200 	180.0 	30.0 
20100821.033000	  0.333 	6.600 	180.0 	30.0 
20100821.034500	  0.604 	7.100 	180.0 	30.0 
20100821.040000	  0.476 	6.700 	180.0 	30.0 
20100821.041500	  0.496 	7.100 	180.0 	30.0 
20100821.043000	  0.514 	7.300 	180.0 	30.0 
20100821.044500	  0.583 	7.500 	180.0 	30.0 
20100821.050000	  0.486 	7.000 	180.0 	30.0 
20100821.051500	  0.374 	6.750 	180.0 	30.0 
20100821.053000	  0.395 	8.400 	180.0 	30.0 
20100821.054500	  0.380 	5.900 	180.0 	30.0 
20100821.060000	  0.420 	7.700 	180.0 	30.0 
20100821.061500	  0.563 	7.100 	180.0 	30.0 
20100821.063000	  0.384 	7.700 	180.0 	30.0 
20100821.064500	  0.427 	6.600 	180.0 	30.0 
20100821.070000	  0.467 	7.900 	180.0 	30.0 
20100821.071500	  0.407 	7.300 	180.0 	30.0 
20100821.073000	  0.535 	6.500 	180.0 	30.0 
20100821.074500	  0.394 	7.800 	180.0 	30.0 
20100821.080000	  0.444 	8.300 	180.0 	30.0 
20100821.081500	  0.537 	7.100 	180.0 	30.0 
20100821.083000	  0.432 	7.600 	180.0 	30.0 
20100821.084500	  0.468 	6.625 	180.0 	30.0 
20100821.090000	  0.477 	7.200 	180.0 	30.0 
20100821.091500	  0.425 	7.900 	180.0 	30.0 
20100821.093000	  0.571 	7.600 	180.0 	30.0 
20100821.094500	  0.546 	7.583 	180.0 	30.0 
20100821.100000	  0.396 	7.000 	180.0 	30.0 
20100821.101500	  0.486 	6.167 	180.0 	30.0 
20100821.103000	  0.500 	7.300 	180.0 	30.0 
20100821.104500	  0.552 	6.750 	180.0 	30.0 
20100821.110000	  0.464 	8.100 	180.0 	30.0 
20100821.111500	  0.588 	9.000 	180.0 	30.0 
20100821.113000	  0.403 	6.800 	180.0 	30.0 
20100821.114500	  0.479 	7.200 	180.0 	30.0 
20100821.120000	  0.454 	6.500 	180.0 	30.0 
20100821.121500	  0.417 	7.400 	180.0 	30.0 
20100821.123000	  0.442 	7.400 	180.0 	30.0 
20100821.124500	  0.443 	7.700 	180.0 	30.0 
20100821.130000	  0.442 	8.000 	180.0 	30.0 
20100821.131500	  0.469 	9.300 	180.0 	30.0 
20100821.133000	  0.627 	8.500 	180.0 	30.0 
20100821.134500	  0.484 	6.100 	180.0 	30.0 
20100821.140000	  0.474 	7.200 	180.0 	30.0 
20100821.141500	  0.588 	8.375 	180.0 	30.0 
20100821.143000	  0.498 	7.400 	180.0 	30.0 
20100821.144500	  0.487 	8.400 	180.0 	30.0 
20100821.150000	  0.425 	6.500 	180.0 	30.0 
20100821.151500	  0.381 	8.700 	180.0 	30.0 
20100821.153000	  0.655 	6.875 	180.0 	30.0 
20100821.154500	  0.484 	8.200 	180.0 	30.0 
20100821.160000	  0.530 	6.000 	180.0 	30.0 
20100821.161500	  0.498 	7.700 	180.0 	30.0 
20100821.163000	  0.494 	7.300 	180.0 	30.0 
20100821.164500	  0.503 	6.200 	180.0 	30.0 
20100821.170000	  0.501 	6.000 	180.0 	30.0 
20100821.171500	  0.540 	7.200 	180.0 	30.0 
20100821.173000	  0.429 	9.250 	180.0 	30.0 
20100821.174500	  0.532 	6.600 	180.0 	30.0 
20100821.180000	  0.563 	6.800 	180.0 	30.0 
20100821.181500	  0.513 	7.100 	180.0 	30.0 
20100821.183000	  0.498 	6.500 	180.0 	30.0 
20100821.184500	  0.563 	7.100 	180.0 	30.0 
20100821.190000	  0.503 	6.400 	180.0 	30.0 
20100821.191500	  0.413 	7.900 	180.0 	30.0 
20100821.193000	  0.539 	7.800 	180.0 	30.0 
20100821.194500	  0.435 	7.600 	180.0 	30.0 
20100821.200000	  0.588 	8.000 	180.0 	30.0 
20100821.201500	  0.383 	7.875 	180.0 	30.0 
20100821.203000	  0.489 	7.800 	180.0 	30.0 
20100821.204500	  0.408 	5.833 	180.0 	30.0 
20100821.210000	  0.438 	6.800 	180.0 	30.0 
20100821.211500	  0.474 	8.000 	180.0 	30.0 
20100821.213000	  0.434 	6.750 	180.0 	30.0 
20100821.214500	  0.478 	7.500 	180.0 	30.0 
20100821.220000	  0.456 	7.600 	180.0 	30.0 
20100821.221500	  0.528 	6.000 	180.0 	30.0 
20100821.223000	  0.324 	7.700 	180.0 	30.0 
20100821.224500	  0.467 	6.417 	180.0 	30.0 
20100821.230000	  0.428 	8.000 	180.0 	30.0 
20100821.231500	  0.549 	7.100 	180.0 	30.0 
20100821.233000	  0.437 	6.800 	180.0 	30.0 
20100821.234500	  0.528 	8.000 	180.0 	30.0 
20100822.000000	  0.545 	7.000 	180.0 	30.0 
20100822.001500	  0.435 	7.400 	180.0 	30.0 
20100822.003000	  0.484 	9.125 	180.0 	30.0 
20100822.004500	  0.451 	6.500 	180.0 	30.0 
20100822.010000	  0.519 	6.900 	180.0 	30.0 
20100822.011500	  0.481 	6.700 	180.0 	30.0 
20100822.013000	  0.520 	7.400 	180.0 	30.0 
20100822.014500	  0.512 	7.600 	180.0 	30.0 
20100822.020000	  0.569 	7.000 	180.0 	30.0 
20100822.021500	  0.460 	8.625 	180.0 	30.0 
20100822.023000	  0.440 	7.400 	180.0 	30.0 
20100822.024500	  0.624 	7.625 	180.0 	30.0 
20100822.030000	  0.440 	7.300 	180.0 	30.0 
20100822.031500	  0.452 	7.200 	180.0 	30.0 
20100822.033000	  0.544 	6.600 	180.0 	30.0 
20100822.034500	  0.419 	7.000 	180.0 	30.0 
20100822.040000	  0.471 	7.000 	180.0 	30.0 
20100822.041500	  0.406 	7.667 	180.0 	30.0 
20100822.043000	  0.612 	8.875 	180.0 	30.0 
20100822.044500	  0.639 	7.250 	180.0 	30.0 
20100822.050000	  0.467 	8.000 	180.0 	30.0 
20100822.051500	  0.601 	6.625 	180.0 	30.0 
20100822.053000	  0.494 	7.100 	180.0 	30.0 
20100822.054500	  0.424 	6.500 	180.0 	30.0 
20100822.060000	  0.429 	7.400 	180.0 	30.0 
20100822.061500	  0.350 	7.700 	180.0 	30.0 
20100822.063000	  0.420 	6.600 	180.0 	30.0 
20100822.064500	  0.461 	8.750 	180.0 	30.0 
20100822.070000	  0.405 	7.700 	180.0 	30.0 
20100822.071500	  0.464 	7.600 	180.0 	30.0 
20100822.073000	  0.539 	7.800 	180.0 	30.0 
20100822.074500	  0.421 	7.500 	180.0 	30.0 
20100822.080000	  0.449 	7.250 	180.0 	30.0 
20100822.081500	  0.506 	6.750 	180.0 	30.0 
20100822.083000	  0.513 	6.800 	180.0 	30.0 
20100822.084500	  0.413 	6.600 	180.0 	30.0 
20100822.090000	  0.505 	6.600 	180.0 	30.0 
20100822.091500	  0.410 	7.500 	180.0 	30.0 
20100822.093000	  0.599 	8.875 	180.0 	30.0 
20100822.094500	  0.378 	7.600 	180.0 	30.0 
20100822.100000	  0.444 	7.100 	180.0 	30.0 
20100822.101500	  0.404 	7.500 	180.0 	30.0 
20100822.103000	  0.460 	7.400 	180.0 	30.0 
20100822.104500	  0.347 	8.000 	180.0 	30.0 
20100822.110000	  0.363 	8.700 	180.0 	30.0 
20100822.111500	  0.329 	8.600 	180.0 	30.0 
20100822.113000	  0.405 	7.300 	180.0 	30.0 
20100822.114500	  0.554 	8.700 	180.0 	30.0 
20100822.120000	  0.518 	8.875 	180.0 	30.0 
20100822.121500	  0.544 	7.800 	180.0 	30.0 
20100822.123000	  0.390 	7.250 	180.0 	30.0 
20100822.124500	  0.405 	7.400 	180.0 	30.0 
20100822.130000	  0.368 	7.700 	180.0 	30.0 
20100822.131500	  0.334 	9.125 	180.0 	30.0 
20100822.133000	  0.479 	7.200 	180.0 	30.0 
20100822.134500	  0.418 	7.500 	180.0 	30.0 
20100822.140000	  0.499 	8.375 	180.0 	30.0 
20100822.141500	  0.384 	7.800 	180.0 	30.0 
20100822.143000	  0.423 	8.300 	180.0 	30.0 
20100822.144500	  0.387 	7.500 	180.0 	30.0 
20100822.150000	  0.484 	8.200 	180.0 	30.0 
20100822.151500	  0.367 	7.300 	180.0 	30.0 
20100822.153000	  0.293 	6.500 	180.0 	30.0 
20100822.154500	  0.352 	8.200 	180.0 	30.0 
20100822.160000	  0.469 	8.125 	180.0 	30.0 
20100822.161500	  0.409 	7.625 	180.0 	30.0 
20100822.163000	  0.422 	7.125 	180.0 	30.0 
20100822.164500	  0.335 	8.300 	180.0 	30.0 
20100822.170000	  0.536 	8.250 	180.0 	30.0 
20100822.171500	  0.422 	7.300 	180.0 	30.0 
20100822.173000	  0.527 	7.750 	180.0 	30.0 
20100822.174500	  0.381 	9.125 	180.0 	30.0 
20100822.180000	  0.359 	7.700 	180.0 	30.0 
20100822.181500	  0.412 	6.875 	180.0 	30.0 
20100822.183000	  0.330 	8.500 	180.0 	30.0 
20100822.184500	  0.273 	6.625 	180.0 	30.0 
20100822.190000	  0.284 	7.900 	180.0 	30.0 
20100822.191500	  0.358 	7.100 	180.0 	30.0 
20100822.193000	  0.388 	8.375 	180.0 	30.0 
20100822.194500	  0.379 	6.500 	180.0 	30.0 
20100822.200000	  0.392 	8.625 	180.0 	30.0 
20100822.201500	  0.316 	7.100 	180.0 	30.0 
20100822.203000	  0.429 	6.500 	180.0 	30.0 
20100822.204500	  0.364 	7.700 	180.0 	30.0 
20100822.210000	  0.326 	6.300 	180.0 	30.0 
20100822.211500	  0.474 	6.750 	180.0 	30.0 
20100822.213000	  0.329 	6.700 	180.0 	30.0 
20100822.214500	  0.440 	7.000 	180.0 	30.0 
20100822.220000	  0.470 	6.100 	180.0 	30.0 
20100822.221500	  0.415 	7.200 	180.0 	30.0 
20100822.223000	  0.411 	7.500 	180.0 	30.0 
20100822.224500	  0.403 	7.400 	180.0 	30.0 
20100822.230000	  0.322 	6.700 	180.0 	30.0 
20100822.231500	  0.319 	8.300 	180.0 	30.0 
20100822.233000	  0.377 	6.900 	180.0 	30.0 
20100822.234500	  0.364 	6.900 	180.0 	30.0 
20100823.000000	  0.333 	8.250 	180.0 	30.0 
20100823.001500	  0.337 	7.000 	180.0 	30.0 
20100823.003000	  0.331 	6.900 	180.0 	30.0 
20100823.004500	  0.286 	6.333 	180.0 	30.0 
20100823.010000	  0.277 	8.300 	180.0 	30.0 
20100823.011500	  0.369 	8.125 	180.0 	30.0 
20100823.013000	  0.240 	6.167 	180.0 	30.0 
20100823.014500	  0.257 	6.750 	180.0 	30.0 
20100823.020000	  0.248 	8.500 	180.0 	30.0 
20100823.021500	  0.311 	7.750 	180.0 	30.0 
20100823.023000	  0.334 	7.700 	180.0 	30.0 
20100823.024500	  0.294 	9.125 	180.0 	30.0 
20100823.030000	  0.367 	7.875 	180.0 	30.0 
20100823.031500	  0.357 	8.300 	180.0 	30.0 
20100823.033000	  0.312 	8.875 	180.0 	30.0 
20100823.034500	  0.260 	6.417 	180.0 	30.0 
20100823.040000	  0.312 	8.250 	180.0 	30.0 
20100823.041500	  0.295 	7.900 	180.0 	30.0 
20100823.043000	  0.302 	7.625 	180.0 	30.0 
20100823.044500	  0.257 	7.500 	180.0 	30.0 
20100823.050000	  0.261 	7.500 	180.0 	30.0 
20100823.051500	  0.256 	7.000 	180.0 	30.0 
20100823.053000	  0.308 	8.600 	180.0 	30.0 
20100823.054500	  0.336 	8.400 	180.0 	30.0 
20100823.060000	  0.290 	7.400 	180.0 	30.0 
20100823.061500	  0.343 	7.625 	180.0 	30.0 
20100823.063000	  0.364 	8.000 	180.0 	30.0 
20100823.064500	  0.217 	7.900 	180.0 	30.0 
20100823.070000	  0.292 	9.000 	180.0 	30.0 
20100823.071500	  0.433 	7.700 	180.0 	30.0 
20100823.073000	  0.259 	8.200 	180.0 	30.0 
20100823.074500	  0.358 	8.875 	180.0 	30.0 
20100823.080000	  0.382 	7.100 	180.0 	30.0 
20100823.081500	  0.376 	7.875 	180.0 	30.0 
20100823.083000	  0.353 	6.600 	180.0 	30.0 
20100823.084500	  0.285 	7.300 	180.0 	30.0 
20100823.090000	  0.385 	8.100 	180.0 	30.0 
20100823.091500	  0.423 	7.750 	180.0 	30.0 
20100823.093000	  0.311 	9.250 	180.0 	30.0 
20100823.094500	  0.424 	7.100 	180.0 	30.0 
20100823.100000	  0.449 	8.700 	180.0 	30.0 
20100823.101500	  0.316 	6.917 	180.0 	30.0 
20100823.103000	  0.441 	6.400 	180.0 	30.0 
20100823.104500	  0.490 	7.750 	180.0 	30.0 
20100823.110000	  0.386 	7.600 	180.0 	30.0 
20100823.111500	  0.375 	7.900 	180.0 	30.0 
20100823.113000	  0.421 	7.900 	180.0 	30.0 
20100823.114500	  0.366 	6.900 	180.0 	30.0 
20100823.120000	  0.391 	9.500 	180.0 	30.0 
20100823.121500	  0.338 	8.200 	180.0 	30.0 
20100823.123000	  0.327 	6.500 	180.0 	30.0 
20100823.124500	  0.395 	8.875 	180.0 	30.0 
20100823.130000	  0.390 	7.800 	180.0 	30.0 
20100823.131500	  0.285 	6.333 	180.0 	30.0 
20100823.133000	  0.269 	7.800 	180.0 	30.0 
20100823.134500	  0.382 	6.900 	180.0 	30.0 
20100823.140000	  0.308 	7.500 	180.0 	30.0 
20100823.141500	  0.301 	7.400 	180.0 	30.0 
20100823.143000	  0.298 	8.500 	180.0 	30.0 
20100823.144500	  0.346 	7.100 	180.0 	30.0 
20100823.150000	  0.388 	7.375 	180.0 	30.0 
20100823.151500	  0.368 	7.700 	180.0 	30.0 
20100823.153000	  0.236 	7.800 	180.0 	30.0 
20100823.154500	  0.290 	7.100 	180.0 	30.0 
20100823.160000	  0.283 	8.100 	180.0 	30.0 
20100823.161500	  0.280 	9.200 	180.0 	30.0 
20100823.163000	  0.275 	7.600 	180.0 	30.0 
20100823.164500	  0.311 	7.250 	180.0 	30.0 
20100823.170000	  0.321 	8.750 	180.0 	30.0 
20100823.171500	  0.268 	9.000 	180.0 	30.0 
20100823.173000	  0.238 	8.500 	180.0 	30.0 
20100823.174500	  0.274 	7.400 	180.0 	30.0 
20100823.180000	  0.311 	7.400 	180.0 	30.0 
20100823.181500	  0.234 	8.400 	180.0 	30.0 
20100823.183000	  0.326 	7.900 	180.0 	30.0 
20100823.184500	  0.302 	7.900 	180.0 	30.0 
20100823.190000	  0.294 	7.875 	180.0 	30.0 
20100823.191500	  0.377 	8.625 	180.0 	30.0 
20100823.193000	  0.261 	6.800 	180.0 	30.0 
20100823.194500	  0.296 	7.500 	180.0 	30.0 
20100823.200000	  0.353 	8.500 	180.0 	30.0 
20100823.201500	  0.284 	7.500 	180.0 	30.0 
20100823.203000	  0.376 	8.600 	180.0 	30.0 
20100823.204500	  0.360 	7.300 	180.0 	30.0 
20100823.210000	  0.295 	8.300 	180.0 	30.0 
20100823.211500	  0.282 	7.300 	180.0 	30.0 
20100823.213000	  0.386 	6.900 	180.0 	30.0 
20100823.214500	  0.313 	7.700 	180.0 	30.0 
20100823.220000	  0.354 	7.375 	180.0 	30.0 
20100823.221500	  0.343 	6.700 	180.0 	30.0 
20100823.223000	  0.330 	7.000 	180.0 	30.0 
20100823.224500	  0.321 	7.900 	180.0 	30.0 
20100823.230000	  0.257 	7.833 	180.0 	30.0 
20100823.231500	  0.309 	7.100 	180.0 	30.0 
20100823.233000	  0.348 	7.200 	180.0 	30.0 
20100823.234500	  0.318 	7.000 	180.0 	30.0 
20100824.000000	  0.284 	8.125 	180.0 	30.0 
20100824.001500	  0.257 	6.667 	180.0 	30.0 
20100824.003000	  0.289 	7.300 	180.0 	30.0 
20100824.004500	  0.332 	7.100 	180.0 	30.0 
20100824.010000	  0.345 	7.100 	180.0 	30.0 
20100824.011500	  0.229 	8.100 	180.0 	30.0 
20100824.013000	  0.313 	7.250 	180.0 	30.0 
20100824.014500	  0.281 	7.500 	180.0 	30.0 
20100824.020000	  0.267 	8.600 	180.0 	30.0 
20100824.021500	  0.236 	8.625 	180.0 	30.0 
20100824.023000	  0.225 	8.700 	180.0 	30.0 
20100824.024500	  0.273 	7.900 	180.0 	30.0 
20100824.030000	  0.309 	6.800 	180.0 	30.0 
20100824.031500	  0.219 	6.583 	180.0 	30.0 
20100824.033000	  0.356 	7.625 	180.0 	30.0 
20100824.034500	  0.294 	6.900 	180.0 	30.0 
20100824.040000	  0.239 	7.200 	180.0 	30.0 
20100824.041500	  0.271 	8.900 	180.0 	30.0 
20100824.043000	  0.257 	8.200 	180.0 	30.0 
20100824.044500	  0.180 	7.600 	180.0 	30.0 
20100824.050000	  0.237 	9.625 	180.0 	30.0 
20100824.051500	  0.270 	7.667 	180.0 	30.0 
20100824.053000	  0.235 	6.700 	180.0 	30.0 
20100824.054500	  0.301 	8.000 	180.0 	30.0 
20100824.060000	  0.313 	7.200 	180.0 	30.0 
20100824.061500	  0.277 	7.200 	180.0 	30.0 
20100824.063000	  0.272 	8.700 	180.0 	30.0 
20100824.064500	  0.286 	7.800 	180.0 	30.0 
20100824.070000	  0.217 	7.583 	180.0 	30.0 
20100824.071500	  0.264 	7.500 	180.0 	30.0 
20100824.073000	  0.249 	7.400 	180.0 	30.0 
20100824.074500	  0.311 	8.200 	180.0 	30.0 
20100824.080000	  0.308 	7.500 	180.0 	30.0 
20100824.081500	  0.254 	8.667 	180.0 	30.0 
20100824.083000	  0.287 	7.900 	180.0 	30.0 
20100824.084500	  0.262 	7.700 	180.0 	30.0 
20100824.090000	  0.264 	7.700 	180.0 	30.0 
20100824.091500	  0.349 	8.000 	180.0 	30.0 
20100824.093000	  0.389 	7.500 	180.0 	30.0 
20100824.094500	  0.268 	6.000 	180.0 	30.0 
20100824.100000	  0.301 	7.300 	180.0 	30.0 
20100824.101500	  0.260 	8.700 	180.0 	30.0 
20100824.103000	  0.299 	6.875 	180.0 	30.0 
20100824.104500	  0.332 	6.917 	180.0 	30.0 
20100824.110000	  0.318 	9.375 	180.0 	30.0 
20100824.111500	  0.274 	7.300 	180.0 	30.0 
20100824.113000	  0.290 	7.900 	180.0 	30.0 
20100824.114500	  0.285 	7.583 	180.0 	30.0 
20100824.120000	  0.268 	7.600 	180.0 	30.0 
20100824.121500	  0.273 	6.000 	180.0 	30.0 
20100824.123000	  0.233 	6.833 	180.0 	30.0 
20100824.124500	  0.310 	6.600 	180.0 	30.0 
20100824.130000	  0.255 	8.300 	180.0 	30.0 
20100824.131500	  0.250 	7.417 	180.0 	30.0 
20100824.133000	  0.302 	6.917 	180.0 	30.0 
